icd3	I48	labs
icd3	I48	somatic
icd3	I48	prs
icd3	I48	text
icd3	I50	labs
icd3	I50	somatic
icd3	I50	prs
icd3	I50	text
icd3	I21	labs
icd3	I21	somatic
icd3	I21	prs
icd3	I21	text
icd3	I26	labs
icd3	I26	somatic
icd3	I26	prs
icd3	I26	text
icd3	I63	labs
icd3	I63	somatic
icd3	I63	prs
icd3	I63	text
icd3	I80	labs
icd3	I80	somatic
icd3	I80	prs
icd3	I80	text
icd3	I82	labs
icd3	I82	somatic
icd3	I82	prs
icd3	I82	text
icd3	I95	labs
icd3	I95	somatic
icd3	I95	prs
icd3	I95	text
icd3	R57	labs
icd3	R57	somatic
icd3	R57	prs
icd3	R57	text
icd3	J18	labs
icd3	J18	somatic
icd3	J18	prs
icd3	J18	text
icd3	J96	labs
icd3	J96	somatic
icd3	J96	prs
icd3	J96	text
icd3	J69	labs
icd3	J69	somatic
icd3	J69	prs
icd3	J69	text
icd3	J93	labs
icd3	J93	somatic
icd3	J93	prs
icd3	J93	text
icd3	J94	labs
icd3	J94	somatic
icd3	J94	prs
icd3	J94	text
icd3	J95	labs
icd3	J95	somatic
icd3	J95	prs
icd3	J95	text
icd3	N17	labs
icd3	N17	somatic
icd3	N17	prs
icd3	N17	text
icd3	N18	labs
icd3	N18	somatic
icd3	N18	prs
icd3	N18	text
icd3	N19	labs
icd3	N19	somatic
icd3	N19	prs
icd3	N19	text
icd3	N13	labs
icd3	N13	somatic
icd3	N13	prs
icd3	N13	text
icd3	N39	labs
icd3	N39	somatic
icd3	N39	prs
icd3	N39	text
icd3	K72	labs
icd3	K72	somatic
icd3	K72	prs
icd3	K72	text
icd3	K76	labs
icd3	K76	somatic
icd3	K76	prs
icd3	K76	text
icd3	K71	labs
icd3	K71	somatic
icd3	K71	prs
icd3	K71	text
icd3	D61	labs
icd3	D61	somatic
icd3	D61	prs
icd3	D61	text
icd3	D62	labs
icd3	D62	somatic
icd3	D62	prs
icd3	D62	text
icd3	D68	labs
icd3	D68	somatic
icd3	D68	prs
icd3	D68	text
icd3	D69	labs
icd3	D69	somatic
icd3	D69	prs
icd3	D69	text
icd3	D70	labs
icd3	D70	somatic
icd3	D70	prs
icd3	D70	text
icd3	D72	labs
icd3	D72	somatic
icd3	D72	prs
icd3	D72	text
icd3	A41	labs
icd3	A41	somatic
icd3	A41	prs
icd3	A41	text
icd3	R65	labs
icd3	R65	somatic
icd3	R65	prs
icd3	R65	text
icd3	B37	labs
icd3	B37	somatic
icd3	B37	prs
icd3	B37	text
icd3	B95	labs
icd3	B95	somatic
icd3	B95	prs
icd3	B95	text
icd3	B96	labs
icd3	B96	somatic
icd3	B96	prs
icd3	B96	text
icd3	T85	labs
icd3	T85	somatic
icd3	T85	prs
icd3	T85	text
icd3	G93	labs
icd3	G93	somatic
icd3	G93	prs
icd3	G93	text
icd3	R40	labs
icd3	R40	somatic
icd3	R40	prs
icd3	R40	text
icd3	G40	labs
icd3	G40	somatic
icd3	G40	prs
icd3	G40	text
icd3	F05	labs
icd3	F05	somatic
icd3	F05	prs
icd3	F05	text
icd3	G89	labs
icd3	G89	somatic
icd3	G89	prs
icd3	G89	text
icd3	E86	labs
icd3	E86	somatic
icd3	E86	prs
icd3	E86	text
icd3	E87	labs
icd3	E87	somatic
icd3	E87	prs
icd3	E87	text
icd3	E83	labs
icd3	E83	somatic
icd3	E83	prs
icd3	E83	text
icd3	E88	labs
icd3	E88	somatic
icd3	E88	prs
icd3	E88	text
icd3	E16	labs
icd3	E16	somatic
icd3	E16	prs
icd3	E16	text
icd3	E11	labs
icd3	E11	somatic
icd3	E11	prs
icd3	E11	text
icd3	K25	labs
icd3	K25	somatic
icd3	K25	prs
icd3	K25	text
icd3	K56	labs
icd3	K56	somatic
icd3	K56	prs
icd3	K56	text
icd3	K63	labs
icd3	K63	somatic
icd3	K63	prs
icd3	K63	text
icd3	K65	labs
icd3	K65	somatic
icd3	K65	prs
icd3	K65	text
icd3	K92	labs
icd3	K92	somatic
icd3	K92	prs
icd3	K92	text
icd3	K91	labs
icd3	K91	somatic
icd3	K91	prs
icd3	K91	text
icd3	K59	labs
icd3	K59	somatic
icd3	K59	prs
icd3	K59	text
icd3	L89	labs
icd3	L89	somatic
icd3	L89	prs
icd3	L89	text
icd3	L03	labs
icd3	L03	somatic
icd3	L03	prs
icd3	L03	text
icd3	R53	labs
icd3	R53	somatic
icd3	R53	prs
icd3	R53	text
icd3	R50	labs
icd3	R50	somatic
icd3	R50	prs
icd3	R50	text
icd3	R64	labs
icd3	R64	somatic
icd3	R64	prs
icd3	R64	text
icd3	E46	labs
icd3	E46	somatic
icd3	E46	prs
icd3	E46	text
icd3	E43	labs
icd3	E43	somatic
icd3	E43	prs
icd3	E43	text
icd3	M62	labs
icd3	M62	somatic
icd3	M62	prs
icd3	M62	text
icd3	M79	labs
icd3	M79	somatic
icd3	M79	prs
icd3	M79	text
icd3	T81	labs
icd3	T81	somatic
icd3	T81	prs
icd3	T81	text
icd3	T88	labs
icd3	T88	somatic
icd3	T88	prs
icd3	T88	text
icd3	Z51	labs
icd3	Z51	somatic
icd3	Z51	prs
icd3	Z51	text
icd3	F10	labs
icd3	F10	somatic
icd3	F10	prs
icd3	F10	text
icd3	F32	labs
icd3	F32	somatic
icd3	F32	prs
icd3	F32	text
icd3	F41	labs
icd3	F41	somatic
icd3	F41	prs
icd3	F41	text
icd3	I10	labs
icd3	I10	somatic
icd3	I10	prs
icd3	I10	text
icd3	E78	labs
icd3	E78	somatic
icd3	E78	prs
icd3	E78	text
icd3	N40	labs
icd3	N40	somatic
icd3	N40	prs
icd3	N40	text
icd3	M81	labs
icd3	M81	somatic
icd3	M81	prs
icd3	M81	text
icd3	J44	labs
icd3	J44	somatic
icd3	J44	prs
icd3	J44	text
icd3	E66	labs
icd3	E66	somatic
icd3	E66	prs
icd3	E66	text
icd3	I25	labs
icd3	I25	somatic
icd3	I25	prs
icd3	I25	text
icd3	E55	labs
icd3	E55	somatic
icd3	E55	prs
icd3	E55	text
icd3	K21	labs
icd3	K21	somatic
icd3	K21	prs
icd3	K21	text
icd3	J45	labs
icd3	J45	somatic
icd3	J45	prs
icd3	J45	text
icd3	I73	labs
icd3	I73	somatic
icd3	I73	prs
icd3	I73	text
icd3	M10	labs
icd3	M10	somatic
icd3	M10	prs
icd3	M10	text
icd3	D50	labs
icd3	D50	somatic
icd3	D50	prs
icd3	D50	text
icd3	N20	labs
icd3	N20	somatic
icd3	N20	prs
icd3	N20	text
icd3	K80	labs
icd3	K80	somatic
icd3	K80	prs
icd3	K80	text
icd3	G47	labs
icd3	G47	somatic
icd3	G47	prs
icd3	G47	text
icd3	H35	labs
icd3	H35	somatic
icd3	H35	prs
icd3	H35	text
icd3	I49	labs
icd3	I49	somatic
icd3	I49	prs
icd3	I49	text
icd3	M17	labs
icd3	M17	somatic
icd3	M17	prs
icd3	M17	text
icd3	M16	labs
icd3	M16	somatic
icd3	M16	prs
icd3	M16	text
icd3	E04	labs
icd3	E04	somatic
icd3	E04	prs
icd3	E04	text
icd3	G43	labs
icd3	G43	somatic
icd3	G43	prs
icd3	G43	text
icd3	K29	labs
icd3	K29	somatic
icd3	K29	prs
icd3	K29	text
icd3	H66	labs
icd3	H66	somatic
icd3	H66	prs
icd3	H66	text
icd3	R97	labs
icd3	R97	somatic
icd3	R97	prs
icd3	R97	text
icd3	R79	labs
icd3	R79	somatic
icd3	R79	prs
icd3	R79	text
icd3	R82	labs
icd3	R82	somatic
icd3	R82	prs
icd3	R82	text
icd3	R71	labs
icd3	R71	somatic
icd3	R71	prs
icd3	R71	text
icd3	R73	labs
icd3	R73	somatic
icd3	R73	prs
icd3	R73	text
icd3	R74	labs
icd3	R74	somatic
icd3	R74	prs
icd3	R74	text
icd3	R77	labs
icd3	R77	somatic
icd3	R77	prs
icd3	R77	text
icd3	R78	labs
icd3	R78	somatic
icd3	R78	prs
icd3	R78	text
icd3	R80	labs
icd3	R80	somatic
icd3	R80	prs
icd3	R80	text
icd3	R87	labs
icd3	R87	somatic
icd3	R87	prs
icd3	R87	text
icd3	R89	labs
icd3	R89	somatic
icd3	R89	prs
icd3	R89	text
icd3	D75	labs
icd3	D75	somatic
icd3	D75	prs
icd3	D75	text
icd4	I48.0	labs
icd4	I48.0	somatic
icd4	I48.0	prs
icd4	I48.0	text
icd4	I48.1	labs
icd4	I48.1	somatic
icd4	I48.1	prs
icd4	I48.1	text
icd4	I48.2	labs
icd4	I48.2	somatic
icd4	I48.2	prs
icd4	I48.2	text
icd4	I82.4	labs
icd4	I82.4	somatic
icd4	I82.4	prs
icd4	I82.4	text
icd4	J69.0	labs
icd4	J69.0	somatic
icd4	J69.0	prs
icd4	J69.0	text
icd4	J94.8	labs
icd4	J94.8	somatic
icd4	J94.8	prs
icd4	J94.8	text
icd4	K59.0	labs
icd4	K59.0	somatic
icd4	K59.0	prs
icd4	K59.0	text
icd4	K63.1	labs
icd4	K63.1	somatic
icd4	K63.1	prs
icd4	K63.1	text
icd4	K65.1	labs
icd4	K65.1	somatic
icd4	K65.1	prs
icd4	K65.1	text
icd4	K91.8	labs
icd4	K91.8	somatic
icd4	K91.8	prs
icd4	K91.8	text
icd4	N39.0	labs
icd4	N39.0	somatic
icd4	N39.0	prs
icd4	N39.0	text
icd4	I95.1	labs
icd4	I95.1	somatic
icd4	I95.1	prs
icd4	I95.1	text
icd4	I95.2	labs
icd4	I95.2	somatic
icd4	I95.2	prs
icd4	I95.2	text
icd4	I95.8	labs
icd4	I95.8	somatic
icd4	I95.8	prs
icd4	I95.8	text
icd4	E11.6	labs
icd4	E11.6	somatic
icd4	E11.6	prs
icd4	E11.6	text
icd4	E16.2	labs
icd4	E16.2	somatic
icd4	E16.2	prs
icd4	E16.2	text
icd4	F10.2	labs
icd4	F10.2	somatic
icd4	F10.2	prs
icd4	F10.2	text
icd4	G89.1	labs
icd4	G89.1	somatic
icd4	G89.1	prs
icd4	G89.1	text
icd4	G89.2	labs
icd4	G89.2	somatic
icd4	G89.2	prs
icd4	G89.2	text
icd4	G89.3	labs
icd4	G89.3	somatic
icd4	G89.3	prs
icd4	G89.3	text
icd4	L89.1	labs
icd4	L89.1	somatic
icd4	L89.1	prs
icd4	L89.1	text
icd4	L89.3	labs
icd4	L89.3	somatic
icd4	L89.3	prs
icd4	L89.3	text
icd4	B37.0	labs
icd4	B37.0	somatic
icd4	B37.0	prs
icd4	B37.0	text
icd4	B95.6	labs
icd4	B95.6	somatic
icd4	B95.6	prs
icd4	B95.6	text
icd4	B96.2	labs
icd4	B96.2	somatic
icd4	B96.2	prs
icd4	B96.2	text
icd4	Z51.1	labs
icd4	Z51.1	somatic
icd4	Z51.1	prs
icd4	Z51.1	text
icd4	Z51.5	labs
icd4	Z51.5	somatic
icd4	Z51.5	prs
icd4	Z51.5	text
icd4	R50.8	labs
icd4	R50.8	somatic
icd4	R50.8	prs
icd4	R50.8	text
icd4	E83.5	labs
icd4	E83.5	somatic
icd4	E83.5	prs
icd4	E83.5	text
icd4	E88.0	labs
icd4	E88.0	somatic
icd4	E88.0	prs
icd4	E88.0	text
icd4	M62.8	labs
icd4	M62.8	somatic
icd4	M62.8	prs
icd4	M62.8	text
icd4	M79.1	labs
icd4	M79.1	somatic
icd4	M79.1	prs
icd4	M79.1	text
icd4	R53.0	labs
icd4	R53.0	somatic
icd4	R53.0	prs
icd4	R53.0	text
icd4	R53.8	labs
icd4	R53.8	somatic
